"id_docente";"nome";"titulo";"tipo";"issn_ou_sigla";"nome_local";"ano";"qualis";"natureza";"percentile_ou_h5";"autores";"doi"
26;Anselmo Cardoso de Paiva;AVALIAÇÃO TEMÁTICA DAS IMAGENS RAPIDEYE NA CLASSIFICAÇÃO DO USO E COBERTURA DO SOLO EM ESTUDOS DE EMPREENDIMENTOS ENERGÉTICOS;TRABALHO-EM-EVENTOS;-;II Encontro nacional de Geoprocessamento do Setor Elétrico - Anais do II ENGEO;2012;SQ;NACIONAL;;"Fabio Correa de Moraes;Fábio Fernandes da Silva;Anselmo Cardoso de Paiva;";""
26;Anselmo Cardoso de Paiva;People Photo Annotation Using Context and Content.;TRABALHO-EM-EVENTOS;-;"6th International Workshop on Multimedia and Signal Processing, - Proceedings of 6th International Workshop on Multimedia and Signal Processing,";2012;SQ;INTERNACIONAL;;"Hugo Feitosa de Figueiredo;Joao Paulo Ribeiro Silva;Anselmo Cardoso de Paiva;Cláudio de Souza Baptista;";""
26;Anselmo Cardoso de Paiva;Classification into Normal and Abnormal Breast Tissues using NMF and SVM;TRABALHO-EM-EVENTOS;-;"19th International Conference on Systems, Signals and Image Processing - Proceedings of the 19th International Conference on Systems, Signals and Image Processing";2012;SQ;INTERNACIONAL;;"Leonardo Silva Kury Aragão Mendes;Geraldo Braz Júnior;Anselmo Cardoso de Paiva;Aristófanes Corrêa Silva;";""
26;Anselmo Cardoso de Paiva;Detecção de Regiões Suspeitas da Mama em Imagem Térmica Usando Assimetria e Spatiogram;TRABALHO-EM-EVENTOS;CBEB;. XXIII Congresso Brasileiro em Engenharia Biomédica (XXIII CBEB) - Anais do . XXIII Congresso Brasileiro em Engenharia Biomédica (XXIII CBEB);2012;B4;NACIONAL;;"Paulo Sergio Aguiar Júnior;S V C S Silva;Pedro H. B. Diniz;Aristófanes Corrêa Silva;Anselmo Cardoso de Paiva;T. B. Borchart;Aura Conci;Rita C. F. LIMA;";""
26;Anselmo Cardoso de Paiva;Implementação de uma Aplicação para Dispositivos móveis baseado em Visão  Computacional para Inspeção de Trocadores de Calor;TRABALHO-EM-EVENTOS;CBA;XIX Congresso Brasileiro de Automática - CBA 2012 - Anais do XIX Congresso Brasileiro de Automática - CBA 2012;2012;B4;NACIONAL;;"Wallas H. S. dos Santos;Anselmo Cardoso de Paiva;Aristófanes Corrêa Silva;Carlos C. Buruaga;";""
26;Anselmo Cardoso de Paiva;Methodology for breast surgery simulation using Finite Elements Method and models reconstructed from mammographic images;TRABALHO-EM-EVENTOS;IWSSIP;"18th International Conference on Systems, Signals and Image Processing - IWSSIP 2011 - Annals of 18th International Conference on Systems, Signals and Image Processing - IWSSIP 2011";2011;A3;INTERNACIONAL;;"Edgar Moraes Diniz;Anselmo Cardoso de Paiva;Aristófanes Corrêa Silva;Aura Conci;Djenane Pamplona;";""
26;Anselmo Cardoso de Paiva;Recorte de Volumes com Interface Baseada em Gestos e Acelerômetros.;TRABALHO-EM-EVENTOS;WORKS;Workshop of Undergraduate Works (WUW) of Sibgrapi 2011. - Anais do Workshop of Undergraduate Works (WUW) of Sibgrapi 2011.;2011;B3;NACIONAL;;"VINICIUS ROGÉRIO ARAUJO SILVA;Heber de Padua Sousa;TIAGO RAMOS RIBEIRO;Anselmo Cardoso de Paiva;Aristófanes Corrêa Silva;";""
26;Anselmo Cardoso de Paiva;Visualização tridimensional de sistemas de potência;TRABALHO-EM-EVENTOS;-;Workshop on Interactive Graphics and Visualization for Industry-Driven Applied and Exploratory Research (WGARI) - Anais do Workshop on Interactive Graphics and Visualization for Industry-Driven Applied and Exploratory Research (WGARI);2011;SQ;NACIONAL;;"Daniel Lima Gomes Júnior;Anselmo Cardoso de Paiva;Cláudio de Souza Baptista;Fábio Luiz Leite Jr.;Ana Gabrielle Ramos Falcão;Rogério Augusto C. Fernandes;";""
26;Anselmo Cardoso de Paiva;Reconstrução e modelagem em 3D de instalações elétricas a partir de imagens 2D;TRABALHO-EM-EVENTOS;-;Workshop on Interactive Graphics and Visualization for Industry-Driven Applied and Exploratory Research (WGARI) - Anais do Workshop on Interactive Graphics and Visualization for Industry-Driven Applied and Exploratory Research (WGARI);2011;SQ;NACIONAL;;"Edgar Moraes Diniz;Thamila Fontenele de Brito Silva;Aristófanes Corrêa Silva;Anselmo Cardoso de Paiva;";""
26;Anselmo Cardoso de Paiva;Interação com Dados Médicos Usando Acelerômetros;TRABALHO-EM-EVENTOS;-;Workshop de Informática Médica - Anais do Workshop de Informatica Médica;2011;SQ;NACIONAL;;"Vinicius Silva;Heber de Padua Sousa;Anselmo Cardoso de Paiva;Aristófanes Corrêa Silva;";""
26;Anselmo Cardoso de Paiva;SAIM: software para auxiliar médicos na visualização, detecção e diagnóstico de nódulo pulmonar;TRABALHO-EM-EVENTOS;-;Workshop on Interactive Graphics and Visualization for Industry-Driven Applied and Exploratory Research (WGARI) - Anais do Workshop on Interactive Graphics and Visualization for Industry-Driven Applied and Exploratory Research (WGARI);2011;SQ;NACIONAL;;"Pedro H. B. Diniz;Héber P. Sousa;Suellen A. C. S. Motta;Tássio L. Campos;Stelmo Magalhães Barros Neto;Aristófanes Corrêa Silva;Anselmo Cardoso de Paiva;";""
26;Anselmo Cardoso de Paiva;Biomedical use of infrared images. I;TRABALHO-EM-EVENTOS;IWSSIP;Conference on Systems, Signals and Image Processing (IWSSIP) - Annals of 18th Conference on Systems, Signals and Image Processing (IWSSIP);2011;A3;INTERNACIONAL;;"Aura Conci;T. B. Borchart;L. S. Motta;J. A. Viana;Rita C. F. LIMA;Edgar Moraes Diniz;Anselmo Cardoso de Paiva;Aristófanes Corrêa Silva;";""
26;Anselmo Cardoso de Paiva;Automatic Eye Detection in Human Faces Using Geostatistical Functions and Support Vector Machines;TRABALHO-EM-EVENTOS;-;Image Analysis and Recognition - Lecture Notes in Computer Science;2011;SQ;INTERNACIONAL;;"João Dallyson Sousa Almeida;Aristófanes Corrêa Silva;Anselmo Cardoso de Paiva;";"10.1007/978-3-642-21596-4_16"
26;Anselmo Cardoso de Paiva;Detecção de regiões assimétricas em mamografias digitais utilizando índice de Getis-Ord;TRABALHO-EM-EVENTOS;-;Workshop de Informática Médica - Anais do Workshop de Informática Médica;2011;SQ;NACIONAL;;"Antônio Marcos Sales;Aristófanes Corrêa Silva;Anselmo Cardoso de Paiva;";""
26;Anselmo Cardoso de Paiva;RECORTE DE VOLUMES COM INTERFACE BASEADA EM GESTOS;TRABALHO-EM-EVENTOS;-;XX Seminario de Iniciaçào Cientifica - Anais do XX Seminario de Iniciaçào Cientifica;2011;SQ;LOCAL;;"TIAGO RAMOS RIBEIRO;Anselmo Cardoso de Paiva;";""
26;Anselmo Cardoso de Paiva;Infrastructures for development of context-aware mobile applications.;CAPITULO-DE-LIVRO-PUBLICADO;-;Handbook of Research on Mobility and Computing: Evolving Technologies and Ubiquitous Impacts. - IGI Global,;2011;SQ;;;"Hugo Feitosa de Figueiredo;T E Silva;Anselmo Cardoso de Paiva;José Eustáquio Rangel de Queiroz;Cláudio de Souza Baptista;";""
26;Anselmo Cardoso de Paiva;INTERAÇÃO COM DADOS VOLUMÉTRICOS USANDO ACELERÔMETROS;TRABALHO-EM-EVENTOS;-;XX Seminario de Iniciaçào Cientifica - Anais do XX Seminario de Iniciaçào Cientifica;2011;SQ;LOCAL;;"VINICIUS ROGÉRIO ARAUJO SILVA;Anselmo Cardoso de Paiva;";""
26;Anselmo Cardoso de Paiva;REPOSITÓRIO DE DADOS PARA SUPORTE À PESQUISA EM MODELAGEM MATEMÁTICA DA DENGUE;TRABALHO-EM-EVENTOS;-;XX Seminario de Iniciaçào Cientifica - Anais do XX Seminario de Iniciaçào Cientifica;2011;SQ;LOCAL;;"BRENO REIS DO NASCIMENTO;THIAGO DA SILVA NASCIMENTO;Anselmo Cardoso de Paiva;";""
26;Anselmo Cardoso de Paiva;RASTREAMENTO DE OBJETOS EM VÍDEOS UTILIZANDO ASIFT E GRAPH CUT;TRABALHO-EM-EVENTOS;-;XX Seminário de Iniciação Cientifica da UFMA - SEMIC - Anasi do XX Seminário de Iniciação Cientifica da UFMA - SEMIC;2011;SQ;LOCAL;;"Andre de Souza Moreira;Simara Vieira da Rocha;Geraldo Braz Júnior;Anselmo Cardoso de Paiva;Aristófanes Corrêa Silva;";""
26;Anselmo Cardoso de Paiva;A Visualization Method for Power Systems using Geographical Views and Thiessen Polygons;TRABALHO-EM-EVENTOS;-;Power and Energy Systems and Applications    (PESA 2011) - Proceedings of IASTED International Conference on Power and Energy Systems and Applications 2011;2011;SQ;INTERNACIONAL;;"Daniel Lima Gomes Júnior;Anselmo Cardoso de Paiva;Cláudio de Souza Baptista;Fábio Luiz Leite Jr.;Rogério Augusto C. Fernandes;";""
26;Anselmo Cardoso de Paiva;Monitoring drowsiness of motor vehicles drivers by analysis of eye images;TRABALHO-EM-EVENTOS;IWSSIP;"18th International Conference on Systems, Signals and Image Processing - IWSSIP 2011. - Annals of 18th International Conference on Systems, Signals and Image Processing - IWSSIP 2011.";2011;A3;INTERNACIONAL;;"Leonardo Dorneles Figueiredo Silva;Aristófanes Corrêa Silva;Anselmo Cardoso de Paiva;";""
26;Anselmo Cardoso de Paiva;Face Detection Using Shannon Diversity Index.;TRABALHO-EM-EVENTOS;IWSSIP;"18th International Conference on Systems, Signals and Image Processing - IWSSIP 2011, - Annals of 18th International Conference on Systems, Signals and Image Processing - IWSSIP 2011,";2011;A3;INTERNACIONAL;;"Arthur Bernardo Silva Reis;Aristófanes Corrêa Silva;Anselmo Cardoso de Paiva;";""
26;Anselmo Cardoso de Paiva;Detection of masses in mammogram images using CNN, geostatistic functions and SVM.;ARTIGO-PUBLICADO;"00104825";Computers in Biology and Medicine;2011;A1;COMPLETO;89;"Wener B Sampaio;Edgar Moraes Diniz;Aristófanes Corrêa Silva;Anselmo Cardoso de Paiva;Marcelo Gattass;";"10.1016/j.compbiomed.2011.05.017"
26;Anselmo Cardoso de Paiva;Thermal feature analysis o aid on breast disease diagnosis;TRABALHO-EM-EVENTOS;-;"21st Brazilian Congress of Mechanical Engineering, COBEM 2011 - Proceedings of 21st Brazilian Congress of Mechanical Engineering COBEM 2011";2011;SQ;NAO_INFORMADO;;"Tiago Bonini Borchart;Roger Resmini;Aura Conci;Alex Martins Santos;Aristofanes Correa Silva;Edgar Moraes Diniz;Anselmo Cardoso de Paiva;Rita C. F. LIMA;";""
26;Anselmo Cardoso de Paiva;Informatics and Computerized Tomography Aiding Detection and Diagnosis of Lung Cancer;CAPITULO-DE-LIVRO-PUBLICADO;-;Theory and Applications of CT Imaging and Analysis - ;2011;SQ;;;"Aristófanes Corrêa Silva;Anselmo Cardoso de Paiva;Marcelo Gattass;Rodolfo Acatauassú Nunes;";""
26;Anselmo Cardoso de Paiva;Computer-Aided Detection and Diagnosis of Breast Cancer using Machine Learning, Texture and Shape Features;CAPITULO-DE-LIVRO-PUBLICADO;-;Biomedical Image Analysis and Machine Learning Technologies: Applications and Techniques - IGI Global;2010;SQ;;;"Geraldo Braz Júnior;Leonardo de Oliveira Martins;Aristófanes Corrêa Silva;Anselmo Cardoso de Paiva;";""
26;Anselmo Cardoso de Paiva;Detecção de Regiões Suspeitas em Mamografias Digitais Utilizando Descrição Espacial com Variograma Cruzado;TRABALHO-EM-EVENTOS;CBIS;XII Congresso Brasileiro de Informática em Saúde - CBIS - Abais do XII Congresso Brasileiro de Informática em Saúde - CBIS;2010;B4;NACIONAL;;"Daniel Rodrigues Ericeira;Aristófanes Corrêa Silva;Anselmo Cardoso de Paiva;";""
26;Anselmo Cardoso de Paiva;Automatic Eye Detection Using Semivariogram Function and Support Vector Machine;TRABALHO-EM-EVENTOS;-;"17th International Conference on Systems, Signals and Image Processing - Annals of 17th International Conference on Systems, Signals and Image Processing";2010;SQ;INTERNACIONAL;;"João Dallyson Sousa Almeida;Aristófanes Corrêa Silva;Anselmo Cardoso de Paiva;";""
26;Anselmo Cardoso de Paiva;Ambiente virtual 3D para Operação e Controle de sistemas de potência integrando SCADA/SMS e GIS;TRABALHO-EM-EVENTOS;-;III Simpósio Brasileiro de Sistemas Elétricos - SBSE/2010 - Anais do III Simpósio Brasileiro de Sistemas Elétricos - SBSE/2010;2010;SQ;NACIONAL;;"Daniel Lima Gomes Júnior;Cláudio de Souza Baptista;Anselmo Cardoso de Paiva;Fábio Luiz Leite Jr.;Ana Gabrielle Ramos Falcão;Rogério Augusto C. Fernandes;";""
26;Anselmo Cardoso de Paiva;Using Geoprocessing to Monitor Voltage Disturbance in Power Systems.;TRABALHO-EM-EVENTOS;LATIN;"2010 IEEE/PES Transmission & Distribution Latin America - Proceedings of the 2010 IEEE/PES Transmission & Distribution Latin America,";2010;A3;INTERNACIONAL;;"Hugo Feitosa de Figueiredo;Fabio Gomes de Andrade;Cláudio de Souza Baptista;Anselmo Cardoso de Paiva;R A Fernandes;";""
26;Anselmo Cardoso de Paiva;Methodology for automatic detection of lung nodules in computerized tomography images;ARTIGO-PUBLICADO;"01692607";Computer Methods and Programs in Biomedicine (Print);2010;A1;COMPLETO;91;"Aristófanes Corrêa Silva;Silva, Aristófanes Corr?a;de Paiva, Anselmo Cardoso;Rodolfo Acatauassú Nunes;";"10.1016/j.cmpb.2009.07.006"
26;Anselmo Cardoso de Paiva;Efficient Skeletonization of Hierarchic Volumetric Objects Based on Connected Thinning;ARTIGO-PUBLICADO;"09736778";International Journal for Computational Vision and Biomechnanics;2010;SQ;COMPLETO;;"JOÃO RODRIGO FERREIRA DA SILVA SOUSA;Aristófanes Corrêa Silva;Anselmo Cardoso de Paiva;Marcelo Gattass;";""
26;Anselmo Cardoso de Paiva;COMPARISON OF SUPPORT VECTOR MACHINES AND BAYESIAN NEURAL NETWORKS PERFORMANCE FOR BREAST TISSUES USING GEOSTATISTICAL FUNCTIONS IN MAMMOGRAPHIC IMAGES;ARTIGO-PUBLICADO;"14690268";International Journal on Computational Intelligence and Applications;2010;A4;COMPLETO;52;"JUNIOR, GERALDO BRAZ;Leonardo de Oliveira Martins;Aristófanes Corrêa Silva;PAIVA, ANSELMO CARDOSO;";"10.1142/S1469026810002914"
26;Anselmo Cardoso de Paiva;"Detection of masses in mammographic images using geometry, Simpson&apos;s Diversity Index and SVM";ARTIGO-PUBLICADO;"17480698";International Journal of Signal and Imaging Systems Engineering;2010;SQ;COMPLETO;;"Nunes, Andre Pereira;Aristófanes Corrêa Silva;Anselmo Cardoso de Paiva;";"10.1504/IJSISE.2010.034631"
26;Anselmo Cardoso de Paiva;Classification of Breast Tissues Using Getis-Ord Statistics and Support Vector Machine;ARTIGO-PUBLICADO;"18724981";Intelligent Decision Technologies;2009;B3;COMPLETO;16;"Geraldo Braz Júnior;Anselmo Cardoso de Paiva;Aristófanes Corrêa Silva;Alexandre César Muniz de Oliveira;";"10.3233/IDT-2009-0055"
26;Anselmo Cardoso de Paiva;Detection of Masses in Digital Mammograms using K-means and Support Vector Machine;ARTIGO-PUBLICADO;"15775097";ELCVIA. Electronic letters on computer vision and image analysis;2009;SQ;COMPLETO;;"Leonardo de Oliveira Martins;Geraldo Braz Junior;Aristófanes Corrêa Silva;Anselmo Cardoso de Paiva;Marcelo Gattass;";""
26;Anselmo Cardoso de Paiva;Utilização de técnicas de processamento de imagem e Máquina de Vetor de Suporte para detecção do nível de desatenção em motoristas de automóveis.;TRABALHO-EM-EVENTOS;-;Proceedings of the XX Brazilian Symposium on Computer Graphics and Image Processing - Workshop of Undergraduated Work - Anais do Proceedings of the XX Brazilian Symposium on Computer Graphics and Image Processing - Workshop of Undergraduated Work;2009;SQ;NAO_INFORMADO;;"Leonardo Dorneles Figueiredo Silva;Aristófanes Corrêa Silva;Anselmo Cardoso de Paiva;";""
26;Anselmo Cardoso de Paiva;A context-aware solution to annotate people in mobile devices;TRABALHO-EM-EVENTOS;-;MoMM'2009 - The 7th International Conference on Advances in Mobile Computing and Multimedia, - Annals of MoMM'2009 - The 6th International Conference on Advances in Mobile Computing and Multimedia;2009;SQ;NAO_INFORMADO;;"Hugo Feitosa de Figueiredo;Yuri A Lacerda;Anselmo Cardoso de Paiva;Ricardo Madeira Fernandes;Luciana Cavalcante de Menezes;Cláudio de Souza Baptista;";""
26;Anselmo Cardoso de Paiva;Detection of Masses in Mammograms Using Cellular Neural Networks, Hidden Markov Models and Ripley's K Function;TRABALHO-EM-EVENTOS;-;"16th International Workshop on Systems, Signals and Image Processing - Proceedings of 16th International Workshop on Systems, Signals and Image Processing";2009;SQ;INTERNACIONAL;;"Wener B Sampaio;Edgar Moraes Diniz;Aristófanes Corrêa Silva;Anselmo Cardoso de Paiva;";""
26;Anselmo Cardoso de Paiva;Lung Nodules Classification in CT Images Using Simpson s Index, Geometrical Measures and One-Class SVM.;TRABALHO-EM-EVENTOS;DATA;international Conference on Machine Learning and Data Mining (MLDM 2009) - Lecture Notes in Artificial Inteligence - Procedures of international Conference on Machine Learning and Data Mining MLDM 2009;2009;B4;NAO_INFORMADO;;"Cleriston Araujo da Silva;Aristófanes Corrêa Silva;Stelmo Magalhães Barros Neto;Anselmo Cardoso de Paiva;Geraldo Braz Júnior;Rodolfo Acatauassú Nunes;";""
26;Anselmo Cardoso de Paiva;MinTI: Mineração de Texto e Imagem para Recuperação Inteligente de Documentos do CPDOCFGV;TRABALHO-EM-EVENTOS;CSBC;Colóquio em Informática: Brasil / INRIA, Cooperações, Avanços e Desafios - Anais do 29º Congresso da Sociedade Brasileira de Computação (CSBC 2009);2009;B4;NACIONAL;;"Leonardo Silva Kury;Aristófanes Corrêa Silva;Anselmo Cardoso de Paiva;Asla Medeiros e Sá;Moacyr Alvim da Silva;Paulo Cezar Pinto Carvalho;";""
26;Anselmo Cardoso de Paiva;Content Based Mammography  Images Retrieval using Ripley?s K Function;TRABALHO-EM-EVENTOS;ICIS;"Fourth International Conference on Computer Sciences and Convergence Information Technology ICCIT 2009 - Proceedings of 2nd ICIS: 2009 International Conference on Interaction Sciences: Information Technology, Culture and Human, ACM International Conference Proceeding Series; Vol. 403";2009;A2;INTERNACIONAL;;"Leonardo Silva Kury Aragão Mendes;Anselmo Cardoso de Paiva;Aristófanes Corrêa Silva;Cláudio de Souza Baptista;";""
26;Anselmo Cardoso de Paiva;Metodologia Computacional para Detecção e Diagnóstico Automáticos, e Planejamento Cirúrgico do Estrabismo;TRABALHO-EM-EVENTOS;-;IX WORKSHOP DE INFORMÁTICA MÉDICA - 2009 - XXX Congresso da Sociedade Brasileira de Computação;2009;SQ;NACIONAL;;"João Dallyson Sousa Almeida;Aristófanes Corrêa Silva;Anselmo Cardoso de Paiva;Jorge Antonio Meireles Teixeira;";""
26;Anselmo Cardoso de Paiva;Detection of Masses in Mammographic Images Using Simpson s Diversity Index in Circular Regions and SVM;TRABALHO-EM-EVENTOS;DATA;International Conference on Machine Learning and Data Mining (MLDM 2009) - Procedures of International Conference on Machine Learning and Data Mining (MLDM 2009), Springer Verlag in LNAI series;2009;B4;INTERNACIONAL;;"André Pereira Nunes;Aristófanes Corrêa Silva;Anselmo Cardoso de Paiva;";""
26;Anselmo Cardoso de Paiva;Classification of breast tissues using Moran's index and Geary's coefficient as texture signatures and SVM;ARTIGO-PUBLICADO;"00104825";Computers in Biology and Medicine;2009;A1;COMPLETO;89;"Geraldo Braz Junior;Anselmo Cardoso de Paiva;Aristófanes Corrêa Silva;Alexandre César Muniz de Oliveira;";"10.1016/j.compbiomed.2009.08.009"
26;Anselmo Cardoso de Paiva;LOCALIZANDO FALTAS EM LINHAS DE TRANSMISSÃO COM USO DE GEOPROCESSAMENTO E OSCILOGRAFIA;TRABALHO-EM-EVENTOS;-;XX SNPTEE - Seminário Nacional de Produção e Transmissão de Energia Elétrica - Anais do XX SNPTEE;2009;SQ;NACIONAL;;"Rogério Augusto C. Fernandes;Sérgio G. de A. Cauponi;Anselmo Cardoso de Paiva;Cláudio de Souza Baptista;";""
26;Anselmo Cardoso de Paiva;HidroGIS: um SIG Web para visualização e manipulação de imagens de satélite;TRABALHO-EM-EVENTOS;-;XIV Simpósio Brasileiro de Sensoriamento Remoto, - Anais XIV Simpósio Brasileiro de Sensoriamento Remoto,;2009;SQ;NACIONAL;;"Ricardo Madeira Fernandes;Luciana Cavalcante de Menezes;Cláudio de Souza Baptista;Anselmo Cardoso de Paiva;";""
26;Anselmo Cardoso de Paiva;Expandindo e utilizando informações de contexto para a sugestão de anotações de fotografias digitais;TRABALHO-EM-EVENTOS;WEBMEDIA;WebMEdia 2008 - XIV Simpósio Brasileiro de Sistemas Multimídia e Web - Anais do WebMEdia 2008 - XIV Simpósio Brasileiro de Sistemas Multimídia e Web;2008;A4;NACIONAL;;"Yuri A Lacerda;Hugo Feitosa de Figueiredo;Cláudio de Souza Baptista;Anselmo Cardoso de Paiva;";""
26;Anselmo Cardoso de Paiva;Diagnosis of Solitary Lung Nodules using the local form of Ripley's K function applied to three-dimensional CT data;ARTIGO-PUBLICADO;"01692607";Computer Methods and Programs in Biomedicine;2008;A1;COMPLETO;91;"Erick Correa Silva;Aristófanes Corrêa Silva;Anselmo Cardoso de Paiva;Rodolfo Acatauassú Nunes;Marcelo Gattass;";"10.1016/j.cmpb.2008.02.003"
26;Anselmo Cardoso de Paiva;Diagnosis of Lung Nodule using Moran's Index and Geary's Coefficient in Computerized Tomography Images;ARTIGO-PUBLICADO;"14337541";Pattern Analysis and Applications;2008;A3;COMPLETO;73;"Aristófanes Corrêa Silva;Erick Corrêa Silva;Anselmo Cardoso de Paiva;Rodolfo Acatauassú Nunes;";"10.1007/s10044-007-0081-y"
26;Anselmo Cardoso de Paiva;Análise de Padrões Direcionais de Nódulos Pulmonares em Tomografia Computadorizada usando Estatísticas de Getis como Indicador de Malignidade e Benignidade;TRABALHO-EM-EVENTOS;-;JIM 2008 - II Jornada de Informática do Maranhão - Anais da JIM 2008 - II Jornada de Informática do Maranhão;2008;SQ;LOCAL;;"Stelmo Magalhães Barros Neto;Aristofanes Correa Silva;Anselmo Cardoso de Paiva;";""
26;Anselmo Cardoso de Paiva;Detection of breast masses in mammogram images using Growing Neural Gas algorithm and Ripley's;ARTIGO-PUBLICADO;"19398018";Journal of Signal Processing Systems for Signal, Image, and Video Technology;2008;SQ;COMPLETO;;"Aristófanes Corrêa Silva;Leonardo de Oliveira Martins;Anselmo Cardoso de Paiva;Marcelo Gattass;";"10.1007/s11265-008-0209-3"
26;Anselmo Cardoso de Paiva;Mapa Interativo das Estruturas da Mama Usando KD-Tree+;TRABALHO-EM-EVENTOS;-;Jornada de Informática do Maranhão JIM 2008 - Anais da Jornada de Informática do Maranhão JIM 2008;2008;SQ;NAO_INFORMADO;;"Vanessa Rodrigues Coelho Leite;Edgar Moraes Diniz;Aristofanes Correa Silva;Anselmo Cardoso de Paiva;Alexandre César Muniz de Oliveira;";""
26;Anselmo Cardoso de Paiva;Web Based GIS;CAPITULO-DE-LIVRO-PUBLICADO;-;Encyclopedia of Information Science and Technology, Second Edition - IGI Global;2008;SQ;;;"Anselmo Cardoso de Paiva;Cláudio de Souza Baptista;";""
26;Anselmo Cardoso de Paiva;Location Information Management in LBS Applications;CAPITULO-DE-LIVRO-PUBLICADO;-;Encyclopedia of Information Science and Technology, Second Edition - IGI Global;2008;SQ;;;"Anselmo Cardoso de Paiva;Erich Farias Monteiro;Cláudio de Souza Baptista;Aristófanes Corrêa Silva;Simara Vieira da Rocha;";""
26;Anselmo Cardoso de Paiva;Application on Reinforcement Learning for Diagnosis based on Medical Image;CAPITULO-DE-LIVRO-PUBLICADO;-;Reinforcement Learning, Theory and Applications - I-Tech Education and Publishin;2008;SQ;;;"Stelmo Magalhães Barros Neto;LEITE, Vanessa Rodrigues Coelho;Aristófanes Corrêa Silva;Anselmo Cardoso de Paiva;Areolino de Almeida Neto;";""
26;Anselmo Cardoso de Paiva;Personalized Path Finding In Road Networks;TRABALHO-EM-EVENTOS;-;IEEE 4th International Conference on Networked Computing and Advanced Information Management (NCM2008) - Proceedings of the IEEE 4th International Conference on Networked Computing and Advanced Information Management (NCM2008);2008;SQ;INTERNACIONAL;;"Elvis Rodrigues da Silva;Cláudio de Souza Baptista;Anselmo Cardoso de Paiva;";""
26;Anselmo Cardoso de Paiva;Hidrogis Uma Ferramenta Web para Desenvolvimento Rápido de Aplicações de Geoprocessamento Aplicada ao Domínio de Recursos Hídricos;TRABALHO-EM-EVENTOS;-;I Simpósio Brasileiro de Ciências Geodésicas e Tecnologias da Geoinformação Cartografia e SIG, - Anais do I Simpósio Brasileiro de Ciências Geodésicas e Tecnologias da Geoinformação Cartografia e SIG;2008;SQ;NACIONAL;;"Cláudio de Souza Baptista;Anselmo Cardoso de Paiva;";""
26;Anselmo Cardoso de Paiva;Classification of Breast Masses in Mammogram Images using Ripley's K Function and Support Vector Machine;TRABALHO-EM-EVENTOS;DATA;"5 th International Conference on Machine Learning and Data Mining MLDM´2007 - Lecture Notes in Artificial Intelligence (LNAI) - Proceedings of the 5 th International Conference on Machine Learning and Data Mining MLDM´2007";2007;B4;INTERNACIONAL;;"Leonardo de Oliveira Martins;Erick Correa Silva;Aristófanes Corrêa Silva;Anselmo Cardoso de Paiva;Marcelo Gattass;";""
26;Anselmo Cardoso de Paiva;Uma Proposta para a Reconstrução 3D Semi-automática de Sólidos Geométricos baseada em imagem 2D;TRABALHO-EM-EVENTOS;-;IX Symposium on Virtual and Augmented Reality - Anais do IX Symposium on Virtual and Augmented Reality;2007;SQ;NACIONAL;;"iIrlandino O Almeida;FONTENELE, THAMILA;Manoel M O L Júnior;Aristófanes Corrêa Silva;Anselmo Cardoso de Paiva;";""
26;Anselmo Cardoso de Paiva;Breast Tissues Mammograms Images Classification using Moran's Index, Geary's Coefficient and SVM;TRABALHO-EM-EVENTOS;ICONIP;"14th International Conference on Neural Information Processing (ICONIP 2007) - Lecture Notes Computer Science - LNCS";2007;A2;INTERNACIONAL;;"Geraldo Braz Junior;Erick Corrêa Silva;Anselmo Cardoso de Paiva;Aristófanes Corrêa Silva;Marcelo Gattass;";""
26;Anselmo Cardoso de Paiva;Breast Tissues Classification Based on the Application of Geostatistical Features and Wavelet Transform;TRABALHO-EM-EVENTOS;-;Breast Tissues Classification Based on the Application of Geostatistical Features and Wavelet Transform - Annals of The International Special Topic Conference on Information Technology Applications in Biomedicine;2007;SQ;INTERNACIONAL;;"Geraldo Braz Júnior;Erick Correa Silva;Anselmo Cardoso de Paiva;Aristófanes Corrêa Silva;";""
26;Anselmo Cardoso de Paiva;A Service-Oriented Architecture for Progressive Transmission of Maps.;TRABALHO-EM-EVENTOS;GEOINFO;IX Brazilian Symposium on GeoInformatics (GEOINFO 2007) - IX Brazilian Symposium on GeoInformatics (GEOINFO), 2007.;2007;B1;NACIONAL;;"Davi Souza da Costa;Mario Antonio Meireles Teixeira;Anselmo Cardoso de Paiva;Cláudio de Souza Baptista;";""
26;Anselmo Cardoso de Paiva;Classification of Breast Tissues in Mammogram Images using Ripley's K Function and Support Vector Machine;TRABALHO-EM-EVENTOS;ICIAR;International Conference on Image Analysis and Recognition (ICIAR 2007) - Lecture Notes on Computer Science (LNCS) - Procedings of the International Conference on Image Analysis and Recognition (ICIAR 2007);2007;A3;INTERNACIONAL;;"Leonardo de Oliveira Martins;Geraldo Braz Júnior;Aristófanes Corrêa Silva;Anselmo Cardoso de Paiva;";""
26;Anselmo Cardoso de Paiva;Architecture Based on Virtual Reality Techniques and Geographic Database for Storage and Visualization of Urban Virtual Models;TRABALHO-EM-EVENTOS;DATA;"26th Urban Data Management Symposium - UDMS 2007 - Proceedings of the 26th Urban Data Management Symposium - UDMS 2007";2007;B4;INTERNACIONAL;;"Ronald Silva Serrão;Anselmo Cardoso de Paiva;Aristófanes Corrêa Silva;";""
